Name,Position,Device,GUID,Parent GUID,MD5 Digest,Path Name,Kind,MIME Type,Date,Cellebrite deleted_state,Cellebrite id,Cellebrite Folder,Cellebrite type,Cellebrite Type,Cellebrite VideoCall,Cellebrite Title,Cellebrite LastVisited,Cellebrite Url,Cellebrite VisitCount,Contact Full Name,Contact Mobile Phone,MaximumLatitude,MinimumLatitude,MaximumLongitude,MinimumLongitude,Latitude,Longitude,iOS Message Remote Participants,iOS SMS Read,iOS First Message,iOS Last Message,Application Created,File Created,Communication Date,Cellebrite MetaData Modify time,Cellebrite MetaData DateTime,Cellebrite StartDate,Exif Date Time
100MEDIA$IMAG0001.jpg,1-0-4-0-1,BlackBerry Torch,3b6b68d5-4c95-49f1-9437-a2cfe0643268,5b796184-d5e8-4583-8e6a-37f07576b992,8d8f93b73ab548dc54857ddaf93cf023,/BlackBerry Torch 9800 Logical/BlackBerry Torch 9800 Logical.ufdr/Tagged Files/[Unnamed Container],Image,image/jpeg,,,13b6f01f-0b0e-4052-a114-95b28facfdf3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-22 16:45:22 UTC: +1 443-694-6702 -> [],2-0-0-0,BlackBerry Torch,479e851d-203a-4127-ba85-a8fc398c215d,ece2bbb7-6b63-48e9-bbd4-34a6854300e9,a2794b23e35d49a2d6cb4b3e52341b51,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Call,Other Document,application/x-call-record,"Monday, October 22, 2012 at 12:45:22 PM Eastern Daylight Time",Intact,f547c8d9-6b8a-4202-ac4c-77a8b47d8993,,Call,Missed,False,,,,,,,,,,,,,,,,,,,"Monday, October 22, 2012 at 12:45:22 PM Eastern Daylight Time",,,,
2012-10-19 17:17:29 UTC: [+1 443-694-6702] -> ICCID-89014103254380479604,2-0-0-1,BlackBerry Torch,dc088442-9d04-4a91-9310-d8421b66eca4,ece2bbb7-6b63-48e9-bbd4-34a6854300e9,cceb6e24e870c4bfc1bd72481dfb399f,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Call,Other Document,application/x-call-record,"Friday, October 19, 2012 at 1:17:29 PM Eastern Daylight Time",Intact,972a4863-f15a-471b-b190-bf89a917d925,,Call,Incoming,False,,,,,,,,,,,,,,,,,,,"Friday, October 19, 2012 at 1:17:29 PM Eastern Daylight Time",,,,
2012-10-19 17:21:28 UTC: [+1 443-714-0168] -> ICCID-89014103254380479604,2-0-0-2,BlackBerry Torch,68243e79-1f53-43bc-9bb8-c128a6160459,ece2bbb7-6b63-48e9-bbd4-34a6854300e9,ff7edf07c715f5bbd513f4a434f7eb5e,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Call,Other Document,application/x-call-record,"Friday, October 19, 2012 at 1:21:28 PM Eastern Daylight Time",Intact,f1c704a3-3b23-4309-a278-11713b89dbf6,,Call,Incoming,False,,,,,,,,,,,,,,,,,,,"Friday, October 19, 2012 at 1:21:28 PM Eastern Daylight Time",,,,
Dcci Nokia,2-0-1-0,BlackBerry Torch,27c11c1a-969b-43da-8fc4-eea42afcce4e,da0125f1-8439-4922-b287-7ed68249c2b6,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Contact,Contact,application/x-contact,,Intact,8dee65c8-10d3-43bb-a169-209c647629ef,,Contact,,,,,,,Dcci Nokia,,,,,,,,,,,,,,,,,,
Dcci android,2-0-1-1,BlackBerry Torch,dcd1b43e-49e0-4e13-a2d9-95788976a329,da0125f1-8439-4922-b287-7ed68249c2b6,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Contact,Contact,application/x-contact,,Deleted,d53b8940-517f-4aa8-af3c-78c1f3e2b67f,,Contact,,,,,,,Dcci android,,,,,,,,,,,,,,,,,,
Dcci Apple,2-0-1-2,BlackBerry Torch,dbd5185b-c72f-4132-bd09-feb9a07d1f32,da0125f1-8439-4922-b287-7ed68249c2b6,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Contact,Contact,application/x-contact,,Deleted,4cefab6a-51ea-4e30-a05a-6728a6fe1f79,,Contact,,,,,,,Dcci Apple,,,,,,,,,,,,,,,,,,
cnnd_cookie,2-0-2-0,BlackBerry Torch,b023c5cd-bba5-4d41-a626-35ce76bf9c0c,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,e86b582c-ced6-4947-b5bb-afcb98e0f403,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
vzwhost,2-0-2-1,BlackBerry Torch,02cc581a-5928-454b-8f3f-4c5705011c65,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Deleted,71755268-29b5-452f-8dc2-923a1551200c,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,2-0-2-2,BlackBerry Torch,10fb091c-5ac2-470d-bcc1-2538984be00f,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,4885b27e-553d-429c-b235-8313ce04b023,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
BIGipServerMKEX04NA_HA_Web_Applications,2-0-2-3,BlackBerry Torch,5801ab26-6c69-437a-8e62-95101c97c67b,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,e46adfdf-6669-47d7-a6b3-5e34aee4484a,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
JSESSIONID,2-0-2-4,BlackBerry Torch,7e516cf7-57bb-45da-b4b4-92ceda2f7ccc,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,59f961c1-cd85-4762-89ef-160ff7f769bd,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
RIM_THEME,2-0-2-5,BlackBerry Torch,05a514d6-37e0-4d17-ad9a-4bb6fb12bb6d,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,8d8e3ddc-4909-480b-a055-23cfeb1f1bcb,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
X-Mapping-gimcolbm,2-0-2-6,BlackBerry Torch,dd3a7480-2385-4a64-9c6e-cd84f959d42d,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,87999e52-2045-4b93-a765-27abef732570,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
RIM_LOCALE,2-0-2-7,BlackBerry Torch,e5325d8a-0027-46c4-9f90-7cc9d21dc5ba,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,c139fe7c-dc62-47c2-884d-be748447b8ea,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
JSESSIONID,2-0-2-8,BlackBerry Torch,739e256a-9378-4a33-a561-d2425d3ce2ba,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,0908f3df-d355-4de8-b603-bfc56cf8a391,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
support_cookie,2-0-2-9,BlackBerry Torch,1d6ec254-a60e-4ee0-92e1-0e5b382df631,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,06837993-a3e2-4984-bb17-093e8a8b9aca,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
vzwhost,2-0-2-10,BlackBerry Torch,2667f45a-cecf-4e0d-a997-b84e4ba0bf69,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,68ff5d3f-c18e-45c6-b374-1dbad6544fc6,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
s_vi,2-0-2-11,BlackBerry Torch,b44702f9-5f55-4407-aefc-c1a461d4d418,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,b68cd2f4-d02d-44e1-b98c-5bd52774d5a9,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
CG,2-0-2-12,BlackBerry Torch,13033e80-831e-45d7-95e0-5ca7ddc7938a,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,c44ce3b7-b60c-42d3-ae99-c79a874c791e,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
OMNITURE_MOBILE_TRACKING,2-0-2-13,BlackBerry Torch,c6ab59c0-20e1-47a8-aeb8-523c77a615fa,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,4e09c0b0-bd2d-4147-bff4-601d76468e49,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
userCookieId,2-0-2-14,BlackBerry Torch,c2eccf4a-d619-4f5a-98ab-e6a60a253299,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,97e02751-3f13-414d-a0a0-285e93aa4483,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
BIGipServerUI-Vanity_28084,2-0-2-15,BlackBerry Torch,ea579fb9-70e5-478e-8bdd-4f9d9e0b764c,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,50051aee-d288-405e-b46f-0264a0039c54,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
BIGipServerUI-wap_8081,2-0-2-16,BlackBerry Torch,c910669c-ed1e-46d8-a1c5-181509146591,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,f5d7bc3a-18ab-4ec7-b69c-1442247beade,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
JSESSIONID,2-0-2-17,BlackBerry Torch,d8cc5f73-923c-4993-8a5b-43cb5fea80da,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,a29dd98c-34a5-43a3-88c0-0674250aca0a,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
VISITOR_INFO1_LIVE,2-0-2-18,BlackBerry Torch,3964cb9a-6309-44a9-bcb4-cf4606333ce3,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,d35809bc-ee39-4677-aa13-175e56440389,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
DL3K,2-0-2-19,BlackBerry Torch,5511dff5-7ade-4a61-aa9b-bdc0b38018d5,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,e0000257-684e-48e9-ac82-6f06e6ec4791,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
vzwhost,2-0-2-20,BlackBerry Torch,e1356d8c-3cff-42d5-b834-2bfd46836c49,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Deleted,1bfd0572-0795-4ecb-b640-2d5bec915b8a,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
vzwhost,2-0-2-21,BlackBerry Torch,4180f301-1cb4-4c50-b0bc-f08a344b63af,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Deleted,b95fa548-17cf-4d5c-bcea-4bafa2380e9b,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
mobile_searchhistory,2-0-2-22,BlackBerry Torch,0ef92df1-762f-46cd-92e7-d570bceadc6a,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,6368d172-0bba-49d4-8613-c4872b8c0ace,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
JSESSIONID,2-0-2-23,BlackBerry Torch,ecfa27ab-b809-4604-89fb-0dad5d7195c1,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,c8b8a8fb-8368-4b7d-9bd4-3695013881e2,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
s_gl,2-0-2-24,BlackBerry Torch,3bfe92fe-d911-46ed-a824-acb47181bdf8,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,a78eafee-985c-4b42-9b88-6679c0cf3588,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
ASP.NET_SessionId,2-0-2-25,BlackBerry Torch,956e2447-faf1-4542-beac-dbe8ebfda004,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,0e81b0a4-2182-47a4-84e1-e38133271d3f,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
brand,2-0-2-26,BlackBerry Torch,6abf423d-1349-4384-a714-75da2d550af5,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,1ced34b9-b0a3-41b8-b94f-a53be2c35135,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
rtb,2-0-2-27,BlackBerry Torch,6785e3fd-45b9-4bb0-8a1a-34e7ef4e5461,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,9da85666-cd71-479b-9297-fc6997e07387,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
PREF,2-0-2-28,BlackBerry Torch,3201639e-8122-4c59-8bfb-f3429586c4b7,179e6048-94fd-464d-8ede-def2e9e3f531,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Cookie,Other Document,application/x-browser-cookie,,Intact,87e20a99-491a-436c-93ee-fa1efdad3c84,,Cookie,,,,,,,,,,,,,,,,,,,,,,,,,
Registration,2-0-3-0,BlackBerry Torch,98016417-3d6e-4696-8c05-9d8529c50ba5,157a4de1-14eb-4df4-bfb5-6ccf6d184d34,af7d348bf4068b4be6542a5bb985a6e4,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Email,Email,message/rfc822,,Intact,b8efa203-7a99-4f28-9f12-365726db8849,Inbox,Email,,,,,,,,,,,,,,,,,,,,,"Friday, July 15, 2011 at 9:35:12 AM Eastern Daylight Time",,,,
net_rim_bbapi_menuitem,2-0-4-0,BlackBerry Torch,aa0004f1-fc03-4c1f-a670-d9de5a991fa8,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,038736a3-5a9a-4537-b80e-aef2f9d99b75,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bb_smartcardreader_microSD,2-0-4-1,BlackBerry Torch,abeb0e4b-cc78-4b9c-a3fe-ac2c85f93897,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,72da43d7-b837-4cdc-b2b7-b581c776afd6,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bb_call_control,2-0-4-2,BlackBerry Torch,4e05c1e2-9f5c-43a9-84bd-dd5f9c0281e8,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,72b1a25e-c774-4472-93ad-7307e808c081,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bb_youtube_commons,2-0-4-3,BlackBerry Torch,d35a3385-a109-4884-ac1e-26d818df72cd,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,630fbe18-50e4-4632-b31e-8bd421624827,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_wap_provisioning,2-0-4-4,BlackBerry Torch,4b853093-09aa-469b-bc86-74f9f6605a92,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,24d073ca-0944-41cb-8d6d-ede8903573e8,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bb_syncml_omadm,2-0-4-5,BlackBerry Torch,3bf83f2f-95d2-49fc-8751-b46afc63d7fc,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,49e433fd-58a4-4d84-a7ee-85e95dd07ce2,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
Moby,2-0-4-6,BlackBerry Torch,1c6c2e97-7ead-4408-9368-49dda2dfbaf0,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,88e91f70-d34e-4cd6-8a59-7a7cd39be6cf,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_crypto_2,2-0-4-7,BlackBerry Torch,75103acb-a2a4-4c4b-98af-03ed3ad5e7b1,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,f6fd4412-2718-4f4b-8d12-c1ec9ad1d8c7,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
DocsToGoCommon47Resource,2-0-4-8,BlackBerry Torch,5908ea18-f408-4359-845a-d50a5c96df4b,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,c4c261a0-4644-4a3c-a32b-8b9328813f6b,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bbapi_push,2-0-4-9,BlackBerry Torch,e0e8aea9-0113-436b-8c90-34f5e4130d76,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,70a27b1f-69d2-4ac8-abd9-0e1bf1ea0c82,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bbapi_options,2-0-4-10,BlackBerry Torch,a8955170-0cfc-40bc-afee-79d54d1ea5d6,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,018b0966-6b86-4ba2-bcfa-bb9fc5302c8c,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bb_docviewimage,2-0-4-11,BlackBerry Torch,deafbd70-5af2-4b82-bfe4-8828119850f7,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,70ca5ec0-16d5-4463-9e77-88313e699d56,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bb_browser_lib,2-0-4-12,BlackBerry Torch,cbe58eb7-ed22-482b-96d6-2504ffdbcd28,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,6958cf0d-f0ba-4227-9f2b-ebe6b2831848,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bluetooth,2-0-4-13,BlackBerry Torch,ba9c2f1f-e406-4395-aa1a-ba91de1c6ed5,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,565e442c-577d-4e0d-be73-ffa5de863355,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
slacker_radio,2-0-4-14,BlackBerry Torch,7668d661-3f0e-41de-a8eb-6268c03498cc,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,b71ebea6-dea1-428a-ae85-2040809c6677,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
BlackBerry Application Center,2-0-4-15,BlackBerry Torch,8774d845-512e-4691-8510-83e8c2fddca1,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,3b1b20dd-d9ac-40d7-82ab-8c9200eabb8b,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bb_qm_peer_images,2-0-4-16,BlackBerry Torch,7bcce73e-892e-4884-bb22-6f4594dc9903,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,363638a0-43f2-484b-9cc5-f4bafb68057a,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bb_appworld_lib,2-0-4-17,BlackBerry Torch,f628079f-cbcb-4e60-8cb0-359ad9158572,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Deleted,5638bd4a-513f-4aa5-8771-26a764a1e408,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bb_appworld_updater,2-0-4-18,BlackBerry Torch,52f1183d-efc2-450a-90b8-7c9e8bad1944,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,3f752878-3414-43e1-9256-9338a8bdf9b8,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bb_feeds_help_en,2-0-4-19,BlackBerry Torch,988675cc-4aee-4ccc-9809-4f6387b581f9,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,092b3864-6ef4-41a9-a431-5b352c6818f1,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
SlideshowToGo47Resource__en,2-0-4-20,BlackBerry Torch,3ead4ccb-e47a-4d2d-a4b4-e9d1fe9549d6,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,ed7adcb7-8af9-412e-8332-ba8171d389d2,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_cldc_impl_gan,2-0-4-21,BlackBerry Torch,62bcd474-fa51-42ed-9fe7-c96469cad1df,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,6adc9139-7a92-4865-bbee-f919bf59df26,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_bb_medialoader_backgrounds_360x480_06_t,2-0-4-22,BlackBerry Torch,d10120c0-0e19-4a77-a355-a0ea341b2c39,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Deleted,bd93f668-f488-42f7-a214-fa97727d599f,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_device_apps_games_wordmole_graphics_360x480_t,2-0-4-23,BlackBerry Torch,bc174bea-c8b4-4299-afaa-628b6b62a362,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,9c4bd60b-4b78-4c41-a497-4739f1f50cb9,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
PoyntTicketDaemon,2-0-4-24,BlackBerry Torch,b8232238-b297-4d9c-a57c-b687ba428de1,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,19be9ae5-dc66-46ab-8905-f84cb4126ed8,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
net_rim_util,2-0-4-25,BlackBerry Torch,bc6fffb8-223d-4b29-b94c-f52a62bb2b9b,d44a2a1e-4a82-4c6d-9020-4547bcb40dc0,,/BlackBerry Torch 9800 Physical/BlackBerry Torch 9800 Physical.ufdr/Installed application,Other Document,application/x-application,,Intact,3beb9081-b67b-4ff3-8545-a0d7d2b1341c,,InstalledApplication,,,,,,,,,,,,,,,,,,,,,,,,,
